,type_of_food,neighborhood,price,outputs
678,cafe,Encarnação,4,0.4
102,cafe,Prazeres,4,0.2
1448,mediterranean,São Vicente de Fora,2,0.2
1742,european,São José,4,0.2
269,italian,Santa Engrácia,1,0.2
122,seafood,Prazeres,4,0.2
2345,grill,Sé,1,0.2
96,brunch,Prazeres,2,0.2
2373,africa_me,Sé,1,0.2
300,european,São Paulo,2,0.2
1401,japanese,Santos-o-Velho,1,0.2
121,seafood,Prazeres,1,0.2
1468,south_america,São Vicente de Fora,2,0.2
2389,pastry,Sé,1,0.2
1414,africa_me,Santos-o-Velho,4,0.2
97,brunch,Prazeres,1,0.2
125,south_america,Prazeres,1,0.2
303,european,São Paulo,3,0.2
1402,japanese,Santos-o-Velho,4,0.2
524,indian_nepalese,Santa Catarina,2,0.2
2742,pizza,São Jorge de Arroios,4,0.2
98,brunch,Prazeres,4,0.2
519,bistro,Santa Catarina,3,0.2
520,grill,Santa Catarina,2,0.2
99,brunch,Prazeres,3,0.2
1488,portuguese,São Vicente de Fora,2,0.2
1283,veggie_healthy,Madalena,3,0.2
1472,veggie_healthy,São Vicente de Fora,2,0.2
2074,japanese,Mártires,4,0.2
1306,japanese,Madalena,4,0.2
2357,pizza,Sé,1,0.2
109,european,Prazeres,1,0.2
1476,bistro,São Vicente de Fora,2,0.2
1452,european,São Vicente de Fora,2,0.2
1445,cafe,São Vicente de Fora,1,0.2
1262,european,Madalena,4,0.2
2722,veggie_healthy,São Jorge de Arroios,4,0.2
2349,indian_nepalese,Sé,1,0.2
1280,veggie_healthy,Madalena,2,0.2
1483,grill,São Vicente de Fora,3,0.2
1453,european,São Vicente de Fora,1,0.2
108,european,Prazeres,2,0.2
1440,brunch,São Vicente de Fora,2,0.2
1454,european,São Vicente de Fora,4,0.2
2098,asian,Mártires,4,0.2
1485,indian_nepalese,São Vicente de Fora,1,0.2
1473,veggie_healthy,São Vicente de Fora,1,0.2
1457,chicken,São Vicente de Fora,1,0.2
2385,asian,Sé,1,0.2
1459,chicken,São Vicente de Fora,3,0.2
689,chicken,Encarnação,1,0.2
2726,bistro,São Jorge de Arroios,4,0.2
117,bar,Prazeres,1,0.2
2377,burger,Sé,1,0.2
499,chicken,Santa Catarina,3,0.2
1477,bistro,São Vicente de Fora,1,0.2
1397,pizza,Santos-o-Velho,1,0.2
105,mediterranean,Prazeres,1,0.2
1281,veggie_healthy,Madalena,1,0.2
1516,italian,São Vicente de Fora,2,0.2
2313,mediterranean,Sé,1,0.2
386,brunch,Lapa,4,0.2
429,indian_nepalese,Lapa,1,0.2
393,mediterranean,Lapa,1,0.2
1582,indian_nepalese,Mercês,4,0.2
2117,cafe,São Cristóvão,1,0.2
189,fado,Prazeres,1,0.2
433,portuguese,Lapa,1,0.2
437,pizza,Lapa,1,0.2
389,cafe,Lapa,1,0.2
388,cafe,Lapa,2,0.2
442,japanese,Lapa,4,0.2
2141,south_america,São Cristóvão,1,0.2
445,pasta,Lapa,1,0.2
177,asian,Prazeres,1,0.2
2869,pastry,Santiago,1,0.2
974,european,Anjos,4,0.2
385,brunch,Lapa,1,0.2
384,brunch,Lapa,2,0.2
2309,cafe,Sé,1,0.2
449,mexican,Lapa,1,0.2
2149,bistro,São Cristóvão,1,0.2
453,africa_me,Lapa,1,0.2
2157,indian_nepalese,São Cristóvão,1,0.2
2161,portuguese,São Cristóvão,1,0.2
1500,pasta,São Vicente de Fora,2,0.2
167,africa_me,Prazeres,3,0.2
165,africa_me,Prazeres,1,0.2
1382,bistro,Santos-o-Velho,4,0.2
2133,bar,São Cristóvão,1,0.2
2165,pizza,São Cristóvão,1,0.2
413,south_america,Lapa,1,0.2
568,fast_food,Santa Catarina,2,0.2
1622,pastry,Mercês,4,0.2
3326,pasta,Nossa Senhora de Fátima,4,0.2
409,seafood,Lapa,1,0.2
2129,chicken,São Cristóvão,1,0.2
564,pastry,Santa Catarina,2,0.2
1610,burger,Mercês,4,0.2
3334,africa_me,Nossa Senhora de Fátima,4,0.2
1626,fast_food,Mercês,4,0.2
401,chicken,Lapa,1,0.2
1606,africa_me,Mercês,4,0.2
3310,indian_nepalese,Nossa Senhora de Fátima,4,0.2
2125,european,São Cristóvão,1,0.2
425,grill,Lapa,1,0.2
1602,mexican,Mercês,4,0.2
3346,asian,Nossa Senhora de Fátima,4,0.2
1598,pasta,Mercês,4,0.2
1630,fado,Mercês,4,0.2
205,european,Santa Engrácia,1,0.2
417,veggie_healthy,Lapa,1,0.2
418,veggie_healthy,Lapa,4,0.2
572,fado,Santa Catarina,2,0.2
421,bistro,Lapa,1,0.2
422,bistro,Lapa,4,0.2
2121,mediterranean,São Cristóvão,1,0.2
397,european,Lapa,1,0.2
548,africa_me,Santa Catarina,2,0.2
1574,bistro,Mercês,4,0.2
2110,fado,Mártires,4,0.2
2337,veggie_healthy,Sé,1,0.2
540,pasta,Santa Catarina,2,0.2
2333,south_america,Sé,1,0.2
1533,fado,São Vicente de Fora,1,0.2
1528,fast_food,São Vicente de Fora,2,0.2
1339,fast_food,Madalena,3,0.2
709,bistro,Encarnação,1,0.2
1521,asian,São Vicente de Fora,1,0.2
1520,asian,São Vicente de Fora,2,0.2
1519,italian,São Vicente de Fora,3,0.2
1517,italian,São Vicente de Fora,1,0.2
536,japanese,Santa Catarina,2,0.2
326,bistro,São Paulo,4,0.2
488,mediterranean,Santa Catarina,2,0.2
2758,africa_me,São Jorge de Arroios,4,0.2
135,bistro,Prazeres,3,0.2
1508,africa_me,São Vicente de Fora,2,0.2
2341,bistro,Sé,1,0.2
133,bistro,Prazeres,1,0.2
1504,mexican,São Vicente de Fora,2,0.2
131,veggie_healthy,Prazeres,3,0.2
130,veggie_healthy,Prazeres,4,0.2
2750,pasta,São Jorge de Arroios,4,0.2
2749,pasta,São Jorge de Arroios,1,0.2
2205,fado,São Cristóvão,1,0.2
3013,bistro,Castelo,1,0.2
2054,bistro,Mártires,4,0.2
465,asian,Lapa,1,0.2
2325,bar,Sé,1,0.2
155,japanese,Prazeres,3,0.2
1554,chicken,Mercês,4,0.2
157,pasta,Prazeres,1,0.2
2050,veggie_healthy,Mártires,4,0.2
153,japanese,Prazeres,1,0.2
466,asian,Lapa,4,0.2
1350,cafe,Santos-o-Velho,4,0.2
477,fado,Lapa,1,0.2
469,pastry,Lapa,1,0.2
2321,chicken,Sé,1,0.2
149,pizza,Prazeres,1,0.2
483,brunch,Santa Catarina,3,0.2
2369,mexican,Sé,1,0.2
1346,brunch,Santos-o-Velho,4,0.2
2821,bistro,Santiago,1,0.2
1538,brunch,Mercês,4,0.2
141,indian_nepalese,Prazeres,1,0.2
161,mexican,Prazeres,1,0.2
1496,japanese,São Vicente de Fora,2,0.0
129,veggie_healthy,Prazeres,1,0.0
516,bistro,Santa Catarina,2,0.0
2702,european,São Jorge de Arroios,4,0.0
1443,brunch,São Vicente de Fora,3,0.0
2197,pastry,São Cristóvão,1,0.0
134,bistro,Prazeres,4,0.0
2145,veggie_healthy,São Cristóvão,1,0.0
154,japanese,Prazeres,4,0.0
137,grill,Prazeres,1,0.0
504,seafood,Santa Catarina,2,0.0
1456,chicken,São Vicente de Fora,2,0.0
480,brunch,Santa Catarina,2,0.0
181,pastry,Prazeres,1,0.0
496,chicken,Santa Catarina,2,0.0
101,cafe,Prazeres,1,0.0
113,chicken,Prazeres,1,0.0
1499,japanese,São Vicente de Fora,3,0.0
